식품명,식품대분류명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
12G 사세 새우 튀김,수산가공식품류,100g,135.0,8.0,1.4,23.0,5.0,,460.0,75.0,0.8,0.0
12VITA-Q focus,음료류,100g,48.0,0.0,0.0,12.0,12.0,,26.0,0.0,0.0,0.0
12XL슈퍼라지킹삼각김밥,즉석식품류,100g,175.0,5.61,4.17,28.75,0.97,,385.0,5.67,0.94,0.03
12가지곡물베이글,과자류·빵류 또는 떡류,100g,277.0,9.31,7.01,44.1,0.51,,380.0,10.32,4.87,0.0
12곡 미숫가루,즉석식품류,100g,406.0,12.0,5.0,79.0,11.0,,314.0,0.0,1.0,0.0
12곡롤,과자류·빵류 또는 떡류,100g,340.0,12.0,8.0,56.0,4.0,,452.0,24.0,4.0,0.4
12곡모닝빵,과자류·빵류 또는 떡류,100g,298.0,12.5,4.0,52.5,5.0,,373.0,35.0,1.75,0.0
12곡미수가루,농산가공식품류,100g,370.0,12.0,7.0,70.0,2.0,,20.0,0.0,0.0,0.0
12곡미숫가루,즉석식품류,100g,420.0,17.4,6.5,72.9,1.6,,36.0,0.0,1.0,0.0
12곡식빵,과자류·빵류 또는 떡류,100g,307.0,11.68,6.61,50.39,3.82,,576.0,27.27,2.41,0.0
12곡인절미스낵,과자류·빵류 또는 떡류,100g,460.0,18.0,16.0,72.0,8.0,,88.0,30.0,8.0,0.0
12곡잡곡밥,즉석식품류,100g,160.0,4.0,1.1,35.0,0.0,3.4,0.0,0.0,0.0,0.0
12년숙성 발사믹식초,조미식품,100g,337.0,0.3,0.0,84.0,81.0,,48.0,0.0,0.0,0.0
12년숙성 유기농 발사믹식초,조미식품,100g,335.0,1.3,0.0,82.5,82.5,,40.0,0.0,0.0,0.0
12사딘밀크초콜릿,코코아가공품류 또는 초콜릿류,100g,550.0,10.0,30.0,60.0,60.0,,70.0,0.0,20.0,0.0
12엔티알비,음료류,100g,8.0,0.27,0.01,1.76,0.75,,6.0,0.0,0.0,0.0
12인치 또르띠야,과자류·빵류 또는 떡류,100g,375.0,8.0,21.0,38.0,38.0,,530.0,0.0,3.0,0.0
12인치 흑미 씬 크러스트 피자 도우,과자류·빵류 또는 떡류,100g,357.0,8.7,11.3,55.22,2.61,,270.0,1.0,6.09,0.09
12잡곡,과자류·빵류 또는 떡류,100g,520.0,19.0,30.0,42.0,18.0,,40.0,0.0,3.8,0.0
12찬한판도시락,즉석식품류,100g,186.0,7.25,6.75,24.0,1.25,,319.0,23.5,1.75,0.0
12플레이버구미,과자류·빵류 또는 떡류,100g,292.0,3.0,0.0,70.0,43.0,,33.0,0.0,0.0,0.0
1300원 카페라떼,음료류,100g,52.0,0.87,0.83,10.44,9.13,,41.0,2.17,0.78,0.0
130직화간짜장,즉석식품류,100g,92.0,3.89,3.89,10.56,5.0,,572.0,8.33,0.67,0.0
130직화간짜장소스,조미식품,100g,186.0,5.7,9.42,19.61,10.09,,2045.0,3.18,2.07,0.03
135봉꼬치어묵,수산가공식품류,100g,147.0,13.2,1.3,20.5,4.1,,395.0,15.5,0.3,0.0
135사각꼬치어묵,수산가공식품류,100g,133.0,13.2,1.4,16.9,10.7,,814.0,23.5,0.4,0.0
136고등어회,수산가공식품류,100g,160.0,16.0,9.36,3.0,0.0,,88.0,64.0,2.44,4.0
136길 육미 계란구이,알가공품류,100g,165.0,9.21,7.39,14.37,9.76,,480.0,245.52,2.1,0.02
136농어회,수산가공식품류,100g,96.0,18.2,1.9,0.2,0.0,,87.0,53.0,0.66,0.0
136삼치회,수산가공식품류,100g,177.0,20.25,10.02,0.0,0.0,,63.0,62.0,2.32,7.0
136숭어회,수산가공식품류,100g,117.0,19.35,4.15,2.1,1.8,,65.0,49.0,1.04,2.75
136시메사바,수산가공식품류,100g,167.0,19.32,9.36,0.0,0.0,,78.0,64.0,2.44,4.0
13곡 버터와플,과자류·빵류 또는 떡류,100g,505.0,6.6,23.44,66.82,18.15,,236.0,32.92,10.12,0.17
13곡검정미숫가루,농산가공식품류,100g,415.0,18.0,7.0,70.0,2.0,,3.0,0.0,1.0,0.0
13월 레몬생강청,농산가공식품류,100g,280.0,1.0,0.0,67.0,59.0,,85.0,0.0,0.0,0.0
13월 레몬청,농산가공식품류,100g,265.0,1.0,0.0,65.0,62.0,,30.0,0.0,0.0,0.0
13인치 씬크러스트 피자도우,과자류·빵류 또는 떡류,100g,350.0,7.9,12.5,51.2,1.3,,274.0,0.0,6.7,0.0
1400도 직화 가자미,즉석식품류,100g,144.0,22.22,5.56,1.11,1.11,,367.0,144.44,1.67,0.0
1400도 직화 갈치,즉석식품류,100g,150.0,25.0,5.5,0.0,0.0,,313.0,93.75,1.88,0.0
1400도 직화 고등어,즉석식품류,100g,347.0,20.0,29.41,0.0,0.0,,259.0,70.59,7.06,0.0
1400도 직화 순살고등어,즉석식품류,100g,247.0,23.53,16.47,1.18,1.18,,235.0,64.71,5.53,0.0
1400도 직화 순살삼치,즉석식품류,100g,175.0,23.75,8.75,0.0,0.0,,250.0,81.25,2.75,0.0
1458발왕산감자샌드,과자류·빵류 또는 떡류,100g,528.0,8.0,32.0,52.0,0.0,,332.0,32.0,19.6,0.0
145에너지 제로,음료류,100g,31.0,3.9,0.25,13.3,0.1,,4.0,0.0,0.0,0.0
14개를 한 병에 컨비니 돌배발효액,음료류,100g,218.0,0.3,0.0,54.3,52.4,,7.0,0.0,0.0,0.0
14곡 혼합분말,농산가공식품류,100g,395.0,5.5,2.5,85.0,0.0,,220.0,0.0,0.0,0.0
14인치 콤비네이션피자,과자류·빵류 또는 떡류,100g,257.0,16.0,5.0,38.0,3.0,,355.0,22.0,3.0,0.0
14일의 건강한습관 한봉견과,농산가공식품류,100g,625.0,10.0,55.0,25.0,10.0,,0.0,0.0,8.0,0.0
1500식빵,과자류·빵류 또는 떡류,100g,285.0,8.0,4.4,53.0,6.0,,520.0,5.0,2.2,0.0
150미음식단 1번,즉석식품류,100g,50.0,1.21,0.15,10.61,3.03,,8.0,0.0,0.0,0.0
153마늘김치,절임류 또는 조림류,100g,55.0,3.0,0.3,10.0,1.0,,540.0,0.0,0.0,0.0
153맛김치,절임류 또는 조림류,100g,35.0,2.0,0.3,6.0,4.0,,820.0,0.0,0.0,0.0
153백김치,절임류 또는 조림류,100g,20.0,2.0,0.0,3.0,3.0,,590.0,0.0,0.0,0.0
153보쌈김치,절임류 또는 조림류,100g,55.0,2.0,1.6,8.0,6.0,,800.0,0.0,0.0,0.0
153불고기양념소스,조미식품,100g,109.0,2.4,1.2,22.85,13.0,,1613.0,0.0,0.0,0.0
153썰은포기김치,절임류 또는 조림류,100g,50.0,2.0,2.6,6.0,3.0,,820.0,0.0,0.0,0.0
153쫄깃치자구포국수,면류,100g,359.0,10.1,0.9,77.05,1.5,,923.5,0.0,0.05,0.0
153쫄깃치자국수,면류,100g,355.0,9.0,2.0,75.0,4.0,,1330.0,0.0,0.0,0.0
153포기김치,절임류 또는 조림류,100g,35.0,2.0,0.3,6.0,4.0,,800.0,0.0,0.0,0.0
153프리미엄우동육수,조미식품,100g,159.0,7.47,0.17,31.78,18.57,,5437.0,1.4,0.0,0.0
15곡 쿠키,과자류·빵류 또는 떡류,100g,479.0,8.08,29.48,45.57,16.83,,266.0,123.35,17.98,0.63
15곡마죽 건강선식,즉석식품류,100g,384.0,4.13,4.13,84.02,24.16,,561.0,0.0,0.0,0.0
15곡미숫가루,농산가공식품류,100g,467.0,6.67,4.67,66.67,3.33,,43.0,0.0,1.0,0.0
15곡이들어간건강참마밀,즉석식품류,100g,400.0,4.0,8.0,80.0,16.0,,420.0,0.0,4.0,0.0
15혼합곡물,농산가공식품류,100g,500.0,10.0,50.0,10.0,10.0,,10.0,10.0,10.0,10.0
16결데니쉬식빵,과자류·빵류 또는 떡류,100g,412.0,6.15,27.69,33.85,10.0,,500.0,69.23,8.46,0.23
16곡 미숫가루우유,유가공품류,100g,68.0,2.0,1.84,11.05,8.95,,68.0,7.37,1.05,0.0
16곡꿀선식우유,유가공품류,100g,90.0,3.0,2.7,14.0,9.0,,80.0,10.0,1.5,0.0
16곡물 곤약쫀득이,과자류·빵류 또는 떡류,100g,340.0,8.0,2.0,72.0,20.0,,488.0,0.0,0.0,0.0
16곡물쫀디기,과자류·빵류 또는 떡류,100g,431.0,9.02,4.12,89.48,41.49,,817.0,0.0,0.4,0.0
16곡혼합곡물이 들어간 류신 초유 산양유단백질 프로틴,기타식품류,100g,403.0,58.82,5.88,28.53,13.24,,809.0,35.29,2.94,0.0
16미니스누티베리티,코코아가공품류 또는 초콜릿류,100g,511.0,10.0,35.0,39.0,36.0,,50.0,0.0,9.0,0.0
16미니스푸루티베리티,코코아가공품류 또는 초콜릿류,100g,469.0,8.0,29.0,44.0,40.0,,60.0,0.0,8.0,0.0
1700샌드위치,즉석식품류,100g,221.0,5.36,11.61,25.0,2.68,,329.0,10.71,2.59,0.0
17곡 검은콩차,음료류,100g,415.0,5.0,9.0,80.0,35.0,,450.0,0.0,4.0,0.0
17곡 쑥차,음료류,100g,412.0,2.35,7.65,82.35,52.94,,500.0,0.0,3.53,0.0
17곡 안동마차,음료류,100g,400.0,3.33,6.67,80.0,26.67,,547.0,0.0,3.33,0.0
17곡 옛날 미숫가루,음료류,100g,404.0,10.3,3.2,84.0,0.7,,78.0,0.0,1.2,0.0
17곡귀리범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡냉면,면류,100g,244.0,6.2,0.98,53.0,1.2,,320.0,0.0,0.24,0.0
17곡들깨범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡들깨칼국수,면류,100g,140.0,3.95,2.85,24.12,1.32,,377.0,0.0,1.97,0.0
17곡땅콩범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡메밀범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡물 미미뻥 쌀,농산가공식품류,100g,316.0,9.36,1.3,66.66,1.33,,19.0,0.0,0.17,0.0
17곡미미뻥,농산가공식품류,100g,355.0,9.67,1.89,74.78,0.78,,21.0,0.0,0.33,0.0
17곡미숫가루,농산가공식품류,100g,380.0,12.0,2.0,74.0,0.0,,0.0,0.0,0.0,0.0
17곡미숫가루A+,농산가공식품류,100g,410.0,16.0,6.0,74.0,1.0,,15.0,0.0,1.0,0.0
17곡보리범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡쌀칼국수,면류,100g,121.0,3.0,3.0,26.0,0.6,,195.0,0.0,0.14,0.0
17곡참깨범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡해씨범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡현미 미숫가루,즉석식품류,100g,405.0,10.0,3.25,82.5,0.0,,78.0,0.0,1.25,0.0
17곡현미범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17곡흑임자범벅,과자류·빵류 또는 떡류,100g,360.0,2.5,0.0,85.0,35.0,,10.0,0.0,0.0,0.0
17년숙성 하동청매실,음료류,100g,312.0,0.0,0.0,78.0,71.0,,0.0,0.0,0.0,0.0
180mm 긴말이튀김,즉석식품류,100g,153.0,2.4,3.4,28.1,0.3,,311.0,0.0,0.8,0.0
180술국 머릿고기순대,즉석식품류,100g,294.0,6.88,21.25,18.75,0.31,,363.0,34.38,6.88,0.0
181라운지 제로 헤이즐넛향시럽,당류,100g,275.0,0.0,2.9,62.0,0.0,,0.0,0.0,0.0,0.0
181라운지 헤이즐넛향시럽,당류,100g,295.0,0.0,0.5,73.0,58.0,,0.0,0.0,0.0,0.0
1860조셉말린포테이토핫도그,과자류·빵류 또는 떡류,100g,326.0,8.0,16.0,39.0,9.0,,455.0,7.0,4.0,0.0
1879와인폴리페놀,음료류,100g,83.0,1.0,0.13,18.67,15.0,,15.0,0.0,0.0,0.0
1879폴리페놀,음료류,100g,83.0,1.0,0.13,18.67,15.0,,15.0,0.0,0.0,0.0
18겹 밀푀유 식빵,과자류·빵류 또는 떡류,100g,364.0,10.0,13.75,50.0,11.25,,264.0,20.0,6.25,0.0
18곡 미숫가루,즉석식품류,100g,421.0,14.0,8.0,72.0,10.0,,300.0,0.0,1.3,0.0
18곡미숫가루,농산가공식품류,100g,419.0,18.0,7.0,73.0,2.0,,3.0,0.0,1.0,0.0
18년 숙성 와인비니거,조미식품,100g,6.0,0.1,0.0,1.4,0.1,,2.0,0.0,0.0,0.0
1900김밥,즉석식품류,100g,137.0,3.98,2.08,25.67,1.33,,441.0,8.85,0.4,0.0
1900더블삼각김밥 햄베이컨참치&청양마요치킨,즉석식품류,100g,176.0,3.79,5.69,27.49,0.47,,318.0,6.64,1.0,0.05
190번트치즈케이크,과자류·빵류 또는 떡류,100g,420.0,5.11,26.67,40.0,27.78,,256.0,150.0,8.78,0.0
1921살루트 유기농애플사이다비니거,조미식품,100g,5.0,0.07,0.0,1.0,0.0,,1.0,0.0,0.0,0.0
1925오차드몽모랑시타트체리주스,음료류,100g,40.0,0.7,0.0,9.0,7.0,,0.0,0.0,0.0,0.0
192겹 딸기쉘파이,과자류·빵류 또는 떡류,100g,423.0,2.67,28.0,40.0,26.67,,227.0,2.67,20.0,0.0
192겹 메론쉘파이,과자류·빵류 또는 떡류,100g,431.0,4.67,22.67,52.0,24.0,,240.0,6.67,13.33,0.27
192겹 바삭우유크림파이,과자류·빵류 또는 떡류,100g,438.0,4.41,26.47,45.59,17.65,,324.0,0.0,17.65,0.0
192겹 바삭초코크림파이,과자류·빵류 또는 떡류,100g,406.0,4.41,23.53,44.12,13.24,,265.0,7.35,14.71,0.0
192겹 초코쉘파이,과자류·빵류 또는 떡류,100g,447.0,4.0,30.67,38.67,22.67,,240.0,6.67,17.33,0.0
1943밀양딸기잼,잼류,100g,250.0,0.0,0.0,60.0,40.0,,0.0,0.0,0.0,0.0
1967임실피자치즈,유가공품류,100g,325.0,24.0,25.0,2.0,0.0,,290.0,80.0,17.0,1.0
1974딸기쨈,잼류,100g,300.0,0.0,0.0,75.0,65.0,,0.0,0.0,0.0,0.0
1974우유 우유콘,빙과류,100g,163.0,2.67,6.0,24.67,17.33,,52.0,13.33,4.67,0.33
1974우유고칼슘,유가공품류,100g,70.0,3.0,4.0,5.0,5.0,,50.0,10.0,2.7,0.0
1974우유저지방,유가공품류,100g,45.0,3.0,1.5,5.0,4.0,,40.0,5.0,1.1,0.0
1977블렌딩,음료류,100g,12.0,0.8,0.4,1.3,0.15,,1.0,0.0,0.0,0.0
1982페리카나마늘치킨&매콤치밥,즉석식품류,100g,158.0,3.3,3.3,28.77,2.83,,315.0,6.13,0.71,0.0
1982페리카나매운양념2,조미식품,100g,209.0,1.27,0.41,50.76,16.31,,779.0,1.82,0.05,0.0
1982페리카나매콤양념2,조미식품,100g,269.0,1.35,4.06,59.26,17.6,,530.0,2.09,0.6,0.0
1982페리카나양념소스2,조미식품,100g,296.0,1.36,6.92,59.79,23.03,,552.0,5.64,1.51,0.01
1983초코파이,코코아가공품류 또는 초콜릿류,100g,522.0,15.56,34.44,35.56,26.67,,200.0,11.11,22.22,0.0
1984그집 배추김치,절임류 또는 조림류,100g,68.0,3.0,1.0,12.0,4.0,,620.0,2.0,0.5,0.0
1987평양집 닭다리삼계탕,식육가공품 및 포장육,100g,88.0,6.67,3.0,8.84,0.33,,158.0,20.0,1.0,0.02
1987평양집 도가니탕,식육가공품 및 포장육,100g,40.0,5.0,1.9,0.17,0.0,,215.0,11.0,0.6,0.0
1987평양집 소갈비찜,식육가공품 및 포장육,100g,135.0,10.5,8.75,3.25,3.0,,339.0,44.0,3.75,3.5
1987평양집 소갈비탕,식육가공품 및 포장육,100g,67.0,4.86,5.14,0.43,0.43,,250.0,21.15,1.86,0.23
1987평양집 순살갈비탕,식육가공품 및 포장육,100g,64.0,4.17,4.83,1.0,0.5,,281.0,7.5,2.17,0.55
1988)마늘갈비버거,즉석식품류,100g,262.0,6.48,13.43,28.71,6.95,,512.0,12.5,3.24,0.0
1988)오리지널버거,즉석식품류,100g,223.0,7.37,11.52,22.58,5.53,,458.0,17.51,1.15,0.0
1988마늘갈비버거,즉석식품류,100g,262.0,6.48,13.43,28.71,6.95,,512.0,12.5,3.24,0.0
1988오리지널버거,즉석식품류,100g,223.0,7.37,11.52,22.58,5.53,,458.0,17.51,1.15,0.0
1988전통차:녹용,음료류,100g,28.0,0.65,0.49,5.15,4.64,,11.0,0.0,0.01,0.0
1990년 크림 스파게티,즉석식품류,100g,144.0,5.0,4.79,20.11,3.09,,354.0,4.26,3.94,0.02
1990년 토마토 스파게티,즉석식품류,100g,98.0,4.22,1.51,16.88,4.12,,420.0,8.04,0.29,0.0
1999옛날 숯불갈비맛양념치킨,식육가공품 및 포장육,100g,188.0,15.37,8.5,12.57,6.08,,564.0,79.55,1.85,0.02
1999옛날 숯불매콤양념치킨,식육가공품 및 포장육,100g,189.0,15.83,8.08,13.32,8.16,,586.0,81.83,1.75,0.02
19G 발효곡물먹물소금빵,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,56.5,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물먹물소금빵 생지,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,57.75,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물소금빵,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,56.5,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물소금빵 생지,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,56.5,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물홍국쌀 밤식빵,과자류·빵류 또는 떡류,100g,238.0,6.65,2.85,46.65,5.0,,417.0,0.0,0.6,0.0
19G 발효곡물홍국쌀소금빵,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,56.5,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물홍국쌀소금빵 생지,과자류·빵류 또는 떡류,100g,345.0,5.88,10.63,56.5,22.38,,341.0,29.38,4.5,0.0
19G 발효곡물흑임자 식빵,과자류·빵류 또는 떡류,100g,238.0,5.15,2.85,46.65,5.0,,417.0,0.0,0.6,0.0
19G 유산균 발효곡물,농산가공식품류,100g,327.0,12.56,2.44,69.03,1.57,10.6,272.0,0.0,0.52,0.0
19G 쿠키 오리지널 생지,과자류·빵류 또는 떡류,100g,427.0,10.0,25.0,43.33,21.67,6.7,145.0,45.0,8.33,0.0
19G 쿠키더블쵸코 생지,과자류·빵류 또는 떡류,100g,412.0,5.0,23.33,48.33,23.33,6.7,162.0,75.0,15.0,0.0
19G 쿠키마카다미아녹차 생지,과자류·빵류 또는 떡류,100g,435.0,6.67,26.67,43.33,20.0,6.7,113.0,61.67,11.67,0.0
19G 쿠키마카다미아황치즈 생지,과자류·빵류 또는 떡류,100g,390.0,6.67,21.67,45.0,21.67,5.0,237.0,63.33,11.67,0.0
19G쿠키 더블쵸코,과자류·빵류 또는 떡류,100g,412.0,5.0,23.33,48.33,23.33,6.7,162.0,75.0,15.0,0.0
19G쿠키크린베리 생지,과자류·빵류 또는 떡류,100g,422.0,10.0,25.0,41.67,21.67,6.7,143.0,45.0,8.33,0.0
19G쿠키흑임자 생지,과자류·빵류 또는 떡류,100g,438.0,10.0,26.67,43.33,21.67,5.0,150.0,46.67,8.33,0.0
19곡 혼합곡물,농산가공식품류,100g,463.0,14.4,14.68,83.31,0.78,,8.0,5.0,5.76,0.01
19곡물 곤약쫀득이,과자류·빵류 또는 떡류,100g,340.0,5.0,0.0,80.0,35.0,,560.0,0.0,0.0,0.0
19곡밥과닭가슴살새우가지볶음도시락,즉석식품류,100g,131.0,6.07,2.5,21.79,3.93,,203.0,12.5,0.5,0.0
19곡밥과닭가슴살카레도시락,즉석식품류,100g,152.0,5.86,1.72,28.28,3.79,,96.0,19.31,0.38,0.0
19시간 가라아게,즉석식품류,100g,210.0,10.7,12.1,12.0,3.2,,179.0,42.0,2.4,0.07
19앙샹뜨어쏘트먼트,코코아가공품류 또는 초콜릿류,100g,532.0,7.0,32.0,54.0,50.0,,67.0,19.0,18.0,0.3
1A 멸균 우유,유가공품류,100g,65.0,3.0,3.5,5.0,5.0,,40.0,10.0,2.0,0.0
1A 멸균 우유 바나나,유가공품류,100g,80.0,3.0,2.5,11.0,9.0,,35.0,7.5,1.4,0.0
1A 우유,유가공품류,100g,62.5,3.0,3.5,4.8,4.8,,50.0,15.0,2.2,0.0
1A 우유로 만든 치즈케익,과자류·빵류 또는 떡류,100g,336.0,5.71,10.0,55.72,32.86,,150.0,200.0,3.86,0.0
1A 프레시 우유,유가공품류,100g,65.0,3.0,4.0,4.6,4.6,,50.0,15.0,2.5,0.0
1A등급 대용량 우유,유가공품류,100g,66.0,3.0,4.0,4.5,4.5,,55.0,15.0,2.5,0.0
1A등급 저지방우유,유가공품류,100g,48.0,3.0,2.0,4.6,4.6,,50.0,10.0,1.5,0.0
1A등급우유,유가공품류,100g,60.0,3.0,3.6,4.5,4.5,,50.0,15.0,2.3,0.0
1A우유 오리지널,유가공품류,100g,70.0,3.0,4.0,5.0,5.0,,50.0,10.0,2.5,0.0
1A우유 저지방고칼슘,유가공품류,100g,40.0,3.0,1.0,5.0,5.0,0.1,50.0,2.5,0.5,0.0
1A우유모닝롤,과자류·빵류 또는 떡류,100g,286.0,6.0,6.0,52.0,15.0,,380.0,10.0,2.2,0.0
1A우유식빵,과자류·빵류 또는 떡류,100g,248.0,6.0,4.0,47.0,7.0,,440.0,0.0,1.5,0.0
1MILLION 맑당,음료류,100g,2.0,0.14,0.0,0.8,0.0,0.6,3.0,0.0,0.0,0.0
1am 닭가슴살 대만 호밀 샌드위치 대파크림,즉석식품류,100g,224.0,7.69,10.26,25.64,2.56,,500.0,25.64,5.51,0.0
1am 닭가슴살 대만 호밀 샌드위치 카야,즉석식품류,100g,250.0,8.97,7.69,37.18,7.69,,423.0,44.87,3.85,0.0
1am 저당 귀리 곤약김밥 김치참치,즉석식품류,100g,142.0,7.6,2.1,23.1,1.5,,327.0,36.3,0.5,0.0
1am 저당 귀리 곤약김밥 매콤오징어,즉석식품류,100g,154.0,5.34,2.54,27.5,3.95,,480.0,18.29,0.54,0.01
1am 저당 귀리 곤약김밥 맵닭,즉석식품류,100g,140.0,8.5,1.1,23.9,2.2,,311.0,17.0,0.2,0.0
1am 저당 귀리 곤약김밥 불고기,즉석식품류,100g,155.0,8.9,3.3,22.5,2.0,,406.0,40.2,1.1,0.0
1am 저당 귀리 곤약김밥 유부우엉,즉석식품류,100g,140.0,5.0,1.2,27.3,3.0,,373.0,0.0,0.4,0.0
1am 저당 귀리 곤약김밥 참치마요,즉석식품류,100g,140.0,7.29,4.15,18.35,2.06,,353.0,6.58,0.44,0.01
1am 토핑업 알뜰샐러드 꽃맛살,즉석식품류,100g,116.0,3.68,6.84,10.0,8.95,,358.0,5.26,0.11,0.0
1am 토핑업 알뜰샐러드 넛트,즉석식품류,100g,182.0,3.89,10.56,17.78,12.78,,272.0,0.0,0.61,0.0
1am 토핑업 알뜰샐러드 더블치즈,즉석식품류,100g,128.0,6.84,6.32,11.05,9.47,,395.0,10.53,3.16,0.0
1am 토핑업 알뜰샐러드 불고기,즉석식품류,100g,150.0,8.82,6.47,14.12,10.0,,206.0,8.82,0.41,0.0
1am 토핑업 알뜰샐러드 스윗포테이토,즉석식품류,100g,103.0,2.05,3.08,16.92,8.21,,154.0,0.0,0.41,0.0
1am 토핑업 알뜰샐러드 오믈렛칙피스,즉석식품류,100g,97.0,3.33,4.44,11.11,5.56,,78.0,44.44,0.89,0.0
1am 토핑업 알뜰샐러드 콘에그,즉석식품류,100g,82.0,4.62,2.56,9.74,8.72,,113.0,46.15,0.62,0.0
1am곤약김말이,즉석식품류,100g,149.0,2.2,4.5,25.1,0.9,,191.0,0.0,0.9,0.0
1am모닝글로리 곤약볶음밥 갈비맛,즉석식품류,100g,155.0,7.0,2.05,27.0,3.5,,305.0,10.5,0.3,0.0
1am모닝글로리 곤약볶음밥 새우맛,즉석식품류,100g,133.0,6.0,1.65,23.5,1.0,,215.0,12.5,0.25,0.0
1am바로먹는알뜰곤약면가쓰오우동,즉석식품류,100g,14.0,0.25,0.0,3.21,0.71,,443.0,0.0,0.0,0.0
1am바로먹는알뜰곤약면매콤비빔,즉석식품류,100g,53.0,0.5,0.0,12.5,5.5,,320.0,0.0,0.0,0.0
1am바로먹는알뜰곤약면메밀소바,즉석식품류,100g,29.0,0.71,0.0,6.43,2.86,,496.0,0.0,0.0,0.0
1am바로먹는알뜰곤약면물냉면,즉석식품류,100g,21.0,0.25,0.0,5.0,1.43,,379.0,0.0,0.0,0.0
1kg 미니 라운드 멜로우 백,과자류·빵류 또는 떡류,100g,335.0,4.0,0.0,80.0,60.0,,55.0,0.0,0.0,0.0
1·3 달고 고기만두,즉석식품류,100g,239.0,8.8,12.2,23.6,0.57,,414.0,10.99,3.75,0.45
1·3 달고 김치만두,즉석식품류,100g,196.0,7.8,8.6,21.8,0.64,,477.0,7.78,3.04,0.16
1년전쟁초콜릿기프트,코코아가공품류 또는 초콜릿류,100g,594.0,5.96,40.38,51.73,41.54,,71.0,19.62,21.35,1.15
1단계 한우클레죽,특수영양식품,100g,120.0,5.33,2.33,19.33,0.67,,26.0,9.33,0.67,0.0
1단계분유,유가공품류,100g,508.0,12.41,25.75,56.88,49.01,0.0,164.0,50.95,11.35,0.45
1도 up 대추차,음료류,100g,325.0,2.7,0.3,77.8,69.9,,45.0,0.0,0.1,0.0
1등급 국산콩 두부,두부류 또는 묵류,100g,80.0,8.0,4.2,3.0,0.4,,5.0,0.0,0.6,0.0
1등급 마리네이드 칼집 돈마호크,식육가공품 및 포장육,100g,213.0,18.82,14.65,1.44,0.27,,164.0,42.25,3.69,0.04
1등급 매실품은 수제 한돈스테이크,식육가공품 및 포장육,100g,294.0,12.31,23.32,8.83,4.52,,387.0,43.77,9.62,0.13
1등급 맥반석 구운계란,알가공품류,100g,141.0,14.38,8.22,2.32,0.17,,175.0,472.64,2.78,0.03
1등급 생오리 불고기 간장맛,식육가공품 및 포장육,100g,212.0,13.8,15.7,4.1,3.3,,416.0,79.0,4.5,0.0
1등급 시즈닝한우 모듬세트,식육가공품 및 포장육,100g,242.0,18.0,18.0,2.0,0.0,,290.0,60.0,8.0,0.2
1등급 양념한우불고기,식육가공품 및 포장육,100g,189.0,14.0,12.0,6.0,3.0,,368.0,43.0,3.6,0.0
1등급 오븐에 구워먹는 떡말이,식육가공품 및 포장육,100g,229.0,11.28,12.77,17.25,0.54,,338.0,37.58,3.57,0.02
1등급 우유,유가공품류,100g,65.0,3.0,3.76,4.84,4.84,,50.0,15.0,2.38,0.0
1등급 원유로 만든 고소한 우유,유가공품류,100g,70.0,3.0,4.0,5.0,5.0,,50.0,15.0,2.5,0.0
1등급 저지방 우유,유가공품류,100g,45.0,3.0,1.5,5.0,4.0,,40.0,5.0,1.1,0.0
1등급 촉촉한 반숙란,알가공품류,100g,134.0,13.15,8.09,2.03,0.31,,173.0,384.79,2.37,0.03
1등급 콩으로 만든 100 국산콩 두부,두부류 또는 묵류,100g,67.0,5.0,3.0,5.0,0.0,,5.0,0.0,0.7,0.0
